OrderID;OrderPriority;OrderDate;CustomerID;Country;ProductID;Category;Quantity;PricePerUnit;Payment
2400038;Next Day;02.01.2024;2937727;Austria;1007495;Heating;39;28.14;Credit Card - Mastercard
2400039;Regular;02.01.2024;2420137;Germany;1095135;Lights;2;8.19;PayPal
2400040;Regular;02.01.2024;1391337;Hungary;1071719;Living;30;11.25;Credit Card - VISA
2400041;Express;02.01.2024;4959439;Hungary;1065555;Living;17;6.27;Credit Card - Diners
2400042;Express;02.01.2024;4959439;Hungary;1065555;Living;11;6.27;Credit Card - Diners
2400043;Next Day;02.01.2024;3378423;Austria;1035231;Heating;35;3.99;PayPal
2400044;Express;02.01.2024;2518108;Belgium;1019321;Bathroom;21;5.81;Credit Card - VISA
2400045;Regular;02.01.2024;3626346;Switzerland;1080353;Bathroom;42;6.96;Credit Card - Mastercard
2400046;Regular;02.01.2024;2472373;Czech Republic;1047564;Bathroom;26;4.95;Credit Card - Mastercard
2400047;Express;02.01.2024;2806300;Italy;1060255;Lights;45;2.58;PayPal
2400048;Next Day;03.01.2024;2518108;Belgium;1006100;Heating;15;8.99;Credit Card - VISA
2400049;Regular;03.01.2024;2518108;Belgium;1019321;Bathroom;31;5.81;Credit Card - VISA
2400050;Next Day;03.01.2024;4292873;Italy;1050818;Bathroom;47;5.21;Credit Card - Mastercard
2400051;Express;03.01.2024;2474540;Germany;1074852;Lights;21;0.7;Credit Card - VISA
2400052;Express;03.01.2024;3356913;Austria;1082439;Bathroom;27;7.78;Credit Card - Diners
2400053;Express;03.01.2024;2472373;Czech Republic;1063674;Bathroom;18;5.94;Credit Card - Mastercard
2400054;Regular;03.01.2024;4655414;Germany;1002156;Kitchen;47;6.26;Credit Card - Diners
2400055;Regular;03.01.2024;5270538;Germany;1084444;Living;2;53.03;Direct Debit
2400056;Regular;03.01.2024;1112727;Austria;1093194;Bathroom;25;52.42;Credit Card - VISA
2400057;Regular;03.01.2024;4655414;Germany;1002156;Kitchen;49;6.26;Credit Card - Diners
2400058;Express;03.01.2024;4582704;Germany;1048455;Bathroom;10;18.06;Debit Card - Maestro
2400059;Express;03.01.2024;2015850;Germany;1018980;Lights;18;3.14;Credit Card - Mastercard
2400060;Next Day;03.01.2024;5270538;Germany;1084444;Living;9;53.03;Direct Debit
2400061;Next Day;03.01.2024;4614130;Austria;1048018;Heating;25;17.85;Apple Pay
2400061;Next Day;03.01.2024;4614130;Austria;1021862;Bathroom;43;5.47;Apple Pay
2400062;Express;03.01.2024;2881398;Czech Republic;1061519;Bathroom;2;58.95;Apple Pay
2400063;Regular;03.01.2024;2562280;Czech Republic;1079988;Lights;42;8.99;PayPal
2400064;Regular;03.01.2024;5270538;Germany;1008602;Kitchen;25;8.74;Direct Debit
2400065;Regular;03.01.2024;1386846;Germany;1097775;Bathroom;12;7.72;Credit Card - Mastercard
2400066;Express;03.01.2024;1112727;Austria;1094670;Bathroom;46;5;Credit Card - VISA
2400067;Next Day;03.01.2024;1146454;Belgium;1033100;Kitchen;21;1.39;PayPal
2400067;Next Day;03.01.2024;3817769;Germany;1061407;Living;38;1.99;Direct Debit
2400068;Next Day;03.01.2024;1924881;Austria;1080237;Heating;41;8.99;Credit Card - Mastercard
2400069;Regular;03.01.2024;2117235;Germany;1038161;Bathroom;13;49;PayPal
2400070;Regular;04.01.2024;1386846;Germany;1094755;Living;20;6.22;Credit Card - Mastercard
2400071;Regular;04.01.2024;2677566;Germany;1076409;Living;47;9.47;Credit Card - Diners
2400072;Regular;04.01.2024;3201948;Switzerland;1001189;Kitchen;16;4.72;Credit Card - Mastercard
2400073;Regular;04.01.2024;4713383;Austria;1027228;Kitchen;11;7.44;Debit Card - Maestro
2400074;Next Day;04.01.2024;4605353;Slovakia;1005791;Heating;3;9.4;Credit Card - Mastercard
2400075;Express;04.01.2024;2881398;Czech Republic;1061519;Bathroom;10;58.95;Apple Pay
2400076;Next Day;04.01.2024;1400137;Austria;1064214;Kitchen;49;6.18;Credit Card - VISA
2400076;Next Day;04.01.2024;1400137;Austria;1073416;Lights;36;2;Credit Card - VISA
2400077;Express;04.01.2024;2825752;Austria;1088379;Kitchen;8;5.9;Credit Card - Mastercard
2400078;Express;04.01.2024;4038888;Germany;1079120;Kitchen;1;7.17;Advance Payment
2400079;Next Day;04.01.2024;4464901;Slovenia;1098180;Lights;14;5.14;PayPal
2400080;Express;04.01.2024;1575293;Germany;1063674;Bathroom;27;5.94;PayPal
2400080;Express;04.01.2024;1575293;Germany;1091960;Living;28;3.61;PayPal
2400081;Regular;05.01.2024;1112727;Austria;1093194;Bathroom;25;52.42;Credit Card - VISA
2400082;Next Day;05.01.2024;4614130;Austria;1048018;Heating;27;17.85;Apple Pay
2400083;Next Day;05.01.2024;4614130;Austria;1048018;Heating;34;17.85;Apple Pay
2400084;Express;05.01.2024;4875475;Slovenia;1074274;Kitchen;46;12.98;Credit Card - Mastercard
2400085;Regular;05.01.2024;5249375;Germany;1097780;Heating;45;6.5;Debit Card - Maestro
2400085;Regular;05.01.2024;5249375;Germany;1059391;Bathroom;30;54.12;Debit Card - Maestro
2400086;Express;05.01.2024;2881398;Czech Republic;1061519;Bathroom;7;58.95;Apple Pay
2400087;Next Day;05.01.2024;2405727;Austria;1021813;Lights;40;2.56;Credit Card - VISA
2400088;Regular;05.01.2024;5531196;Belgium;1033872;Kitchen;10;0.49;Credit Card - Diners
2400089;Next Day;05.01.2024;1112727;Austria;1094670;Bathroom;42;5;Credit Card - VISA
2400090;Regular;05.01.2024;3240868;Switzerland;1016845;Bathroom;29;7.4;Direct Debit
2400091;Regular;05.01.2024;4582704;Germany;1003594;Lights;45;10.68;Debit Card - Maestro
2400092;Next Day;05.01.2024;4605353;Slovakia;1005791;Heating;1;9.4;Credit Card - Mastercard
2400093;Regular;05.01.2024;2937727;Austria;1094721;Living;7;19.99;Credit Card - Mastercard
2400094;Regular;05.01.2024;1222823;France;1052764;Bathroom;42;60;PayPal
2400095;Express;05.01.2024;5244642;Germany;1072066;Bathroom;14;0.99;Direct Debit
2400096;Express;05.01.2024;3939658;Czech Republic;1041056;Bathroom;44;32.48;Credit Card - VISA
2400096;Express;05.01.2024;3939658;Czech Republic;1084839;Lights;41;2.9;Credit Card - VISA
2400097;Regular;05.01.2024;3650063;Slovakia;1086169;Bathroom;25;58.66;Direct Debit
2400098;Next Day;05.01.2024;1720490;Austria;1062489;Kitchen;11;2.99;Credit Card - VISA
2400099;Express;05.01.2024;1400137;Austria;1093743;Bathroom;51;3.04;Credit Card - VISA
2400100;Express;06.01.2024;3038655;Switzerland;1011066;Kitchen;17;1.39;Debit Card - Maestro
2400101;Regular;06.01.2024;4083662;Slovenia;1056446;Bathroom;35;5.71;Debit Card - Maestro
2400102;Regular;06.01.2024;1400137;Austria;1064214;Kitchen;47;6.18;Credit Card - VISA
2400103;Express;06.01.2024;1400137;Austria;1064214;Kitchen;40;6.18;Credit Card - VISA
2400104;Regular;06.01.2024;1146454;Belgium;1033100;Kitchen;25;1.39;PayPal
2400105;Next Day;06.01.2024;2957475;Slovakia;1020761;Heating;44;3.62;Direct Debit
2400106;Next Day;06.01.2024;1558290;Switzerland;1050612;Kitchen;22;2.99;PayPal
2400107;Next Day;06.01.2024;3650063;Slovakia;1080098;Kitchen;10;2;Direct Debit
2400108;Regular;06.01.2024;2865247;Czech Republic;1081616;Bathroom;43;13.99;PayPal
2400109;Regular;06.01.2024;2117235;Germany;1038161;Bathroom;17;49;PayPal
2400110;Next Day;06.01.2024;3201948;Switzerland;1001189;Kitchen;21;4.72;Credit Card - Mastercard
2400111;Next Day;06.01.2024;4605353;Slovakia;1086222;Bathroom;31;5.63;Credit Card - Mastercard
2400112;Express;06.01.2024;3019106;Germany;1014912;Living;5;19.99;Direct Debit
2400113;Express;06.01.2024;2092530;Austria;1084206;Kitchen;24;4.99;Debit Card - Maestro
2400114;Next Day;06.01.2024;1146454;Belgium;1033100;Kitchen;24;1.39;PayPal
2400115;Next Day;06.01.2024;1087310;Slovenia;1039268;Bathroom;1;6.75;PayPal
2400115;Next Day;06.01.2024;4316332;Germany;1046275;Bathroom;4;6.19;Credit Card - Mastercard
2400116;Regular;06.01.2024;5249375;Germany;1059391;Bathroom;31;54.12;Debit Card - Maestro
2400117;Regular;06.01.2024;2405727;Austria;1021813;Lights;34;2.56;Credit Card - VISA
2400118;Regular;06.01.2024;4240012;Germany;1034789;Living;10;6.72;Debit Card - Maestro
2400119;Regular;06.01.2024;2865247;Czech Republic;1081616;Bathroom;50;13.99;PayPal
2400120;Next Day;06.01.2024;2349230;Austria;1011212;Bathroom;32;54.74;PayPal
2400121;Express;06.01.2024;4724615;Slovakia;1072342;Bathroom;41;10.12;Credit Card - Diners
2400122;Express;06.01.2024;5475019;Switzerland;1032280;Kitchen;18;0.5;Credit Card - Mastercard
2400123;Regular;06.01.2024;3883533;Switzerland;1086222;Bathroom;42;5.63;Credit Card - VISA
2400124;Express;07.01.2024;3939658;Czech Republic;1028394;Heating;9;7.51;Credit Card - VISA
2400125;Regular;07.01.2024;2019252;France;1065187;Bathroom;13;69;Advance Payment
2400126;Express;07.01.2024;5517957;Austria;1053786;Heating;14;5.26;Direct Debit
2400127;Regular;07.01.2024;2008543;Austria;1004623;Bathroom;27;35.84;Debit Card - Maestro
2400128;Regular;07.01.2024;3939658;Czech Republic;1041056;Bathroom;47;32.48;Credit Card - VISA
2400129;Regular;07.01.2024;1312747;Germany;1080152;Heating;43;6.5;Credit Card - Diners
2400130;Express;07.01.2024;3939658;Czech Republic;1084839;Lights;40;2.9;Credit Card - VISA
2400131;Express;07.01.2024;1694102;Germany;1030773;Bathroom;39;35.02;Debit Card - Maestro
2400131;Express;07.01.2024;1694102;Germany;1013403;Heating;43;4.99;Debit Card - Maestro
2400132;Express;07.01.2024;2405727;Austria;1021813;Lights;44;2.56;Credit Card - VISA
2400133;Regular;07.01.2024;2405727;Austria;1009502;Heating;19;6.5;Credit Card - VISA
2400134;Regular;07.01.2024;3883533;Switzerland;1027228;Kitchen;39;7.44;Credit Card - VISA
2400135;Next Day;07.01.2024;4012597;France;1098867;Kitchen;27;8.74;PayPal
2400136;Express;07.01.2024;1417410;Germany;1031566;Bathroom;1;19.99;Debit Card - Maestro
2400136;Express;07.01.2024;1417410;Germany;1090200;Lights;30;5.81;Debit Card - Maestro
2400137;Regular;07.01.2024;4521468;Germany;1038840;Heating;45;8.99;Credit Card - Mastercard
2400138;Express;07.01.2024;1372210;Czech Republic;1010286;Living;44;11.37;Advance Payment
2400139;Express;07.01.2024;2349230;Austria;1023540;Bathroom;9;69.64;PayPal
2400140;Regular;07.01.2024;2568142;Austria;1024527;Kitchen;10;14.3;Direct Debit
2400141;Express;07.01.2024;2568142;Austria;1024527;Kitchen;7;14.3;Direct Debit
2400142;Regular;07.01.2024;4697807;France;1097780;Heating;10;4;Advance Payment
2400143;Express;07.01.2024;2017628;Germany;1058997;Bathroom;32;64.66;Credit Card - VISA
2400144;Regular;07.01.2024;5078943;Germany;1027648;Heating;18;3.3;Credit Card - VISA
2400145;Express;07.01.2024;5078943;Germany;1060164;Kitchen;44;5.74;Credit Card - VISA
2400146;Express;08.01.2024;3650063;Slovakia;1086169;Bathroom;27;58.66;Direct Debit
2400147;Express;08.01.2024;4012597;France;1050764;Lights;29;4.96;PayPal
2400148;Regular;08.01.2024;5078943;Germany;1060164;Kitchen;47;5.74;Credit Card - VISA
2400149;Express;08.01.2024;2841573;Austria;1095128;Kitchen;6;6.05;PayPal
2400150;Next Day;08.01.2024;4960701;Hungary;1079024;Heating;40;4.93;Credit Card - VISA
2400151;Next Day;08.01.2024;2990448;Austria;1038665;Lights;29;0.7;Advance Payment
2400152;Next Day;08.01.2024;2442600;Austria;1069690;Bathroom;52;3.99;PayPal
2400152;Next Day;08.01.2024;2442600;Austria;1059405;Living;16;6.31;PayPal
2400153;Next Day;08.01.2024;2061275;Germany;1035953;Heating;13;5.26;Direct Debit
2400154;Express;08.01.2024;4069732;Austria;1079177;Heating;11;4.9;Credit Card - VISA
2400155;Regular;08.01.2024;1417410;Germany;1031566;Bathroom;7;19.99;Debit Card - Maestro
2400156;Express;08.01.2024;4316332;Germany;1007949;Bathroom;8;19.99;Credit Card - Mastercard
2400157;Next Day;08.01.2024;4069390;Switzerland;1027228;Kitchen;32;7.44;Credit Card - American Express
2400158;Next Day;08.01.2024;4697807;France;1097780;Heating;12;4;Advance Payment
2400159;Express;08.01.2024;4934473;Hungary;1000638;Kitchen;22;6.18;Credit Card - Mastercard
2400160;Next Day;08.01.2024;4316332;Germany;1007949;Bathroom;8;19.99;Credit Card - Mastercard
2400161;Regular;08.01.2024;1558717;Hungary;1020638;Kitchen;19;19.99;PayPal
2400162;Regular;08.01.2024;2008543;Austria;1004623;Bathroom;29;35.84;Debit Card - Maestro
2400163;Regular;08.01.2024;4685062;Slovenia;1052721;Lights;20;0.93;Credit Card - VISA
2400164;Regular;08.01.2024;1222823;France;1023660;Kitchen;38;19.99;PayPal
2400165;Regular;08.01.2024;3883533;Switzerland;1027228;Kitchen;36;7.44;Credit Card - VISA
2400166;Regular;08.01.2024;1417410;Germany;1031566;Bathroom;6;19.99;Debit Card - Maestro
2400167;Regular;08.01.2024;2268227;Germany;1082258;Heating;22;1.1;Credit Card - Diners
2400168;Express;08.01.2024;2458567;Germany;1074959;Lights;34;1.63;Credit Card - VISA
2400169;Regular;08.01.2024;4960701;Hungary;1072017;Heating;27;49;Credit Card - VISA
2400170;Express;08.01.2024;2334395;Austria;1082258;Heating;41;1.1;Debit Card - Maestro
2400171;Next Day;08.01.2024;4557169;Belgium;1090599;Kitchen;11;4.82;Credit Card - VISA
2400172;Regular;09.01.2024;2472373;Czech Republic;1031264;Living;32;4.51;Credit Card - Mastercard
2400173;Express;09.01.2024;1558290;Switzerland;1050612;Kitchen;24;2.99;PayPal
2400174;Next Day;09.01.2024;2472373;Czech Republic;1031264;Living;27;4.51;Credit Card - Mastercard
2400175;Regular;09.01.2024;2472373;Czech Republic;1031264;Living;32;4.51;Credit Card - Mastercard
2400176;Regular;09.01.2024;2376874;Germany;1055479;Bathroom;35;24.49;Credit Card - Mastercard
2400177;Next Day;09.01.2024;1282802;Austria;1036220;Heating;28;1.99;Direct Debit
2400177;Next Day;09.01.2024;4639010;Italy;1048719;Bathroom;42;41.64;PayPal
2400178;Regular;09.01.2024;2442600;Austria;1059405;Living;14;6.31;PayPal
2400179;Next Day;09.01.2024;2061275;Germany;1035953;Heating;13;5.26;Direct Debit
2400180;Regular;09.01.2024;4934473;Hungary;1000638;Kitchen;23;6.18;Credit Card - Mastercard
2400181;Next Day;09.01.2024;2376874;Germany;1013980;Bathroom;2;5.29;Credit Card - Mastercard
2400182;Next Day;09.01.2024;2017628;Germany;1046703;Heating;10;2.5;Credit Card - VISA
2400183;Next Day;09.01.2024;4983687;Slovakia;1081280;Lights;38;1.99;Direct Debit
2400184;Next Day;09.01.2024;4983687;Slovakia;1081280;Lights;37;1.99;Direct Debit
2400185;Express;09.01.2024;1304179;Germany;1065888;Kitchen;37;5.25;Apple Pay
2400186;Next Day;09.01.2024;1304179;Germany;1065888;Kitchen;35;5.25;Apple Pay
2400187;Regular;09.01.2024;3489178;Austria;1049824;Heating;13;19.99;Direct Debit
2400188;Next Day;09.01.2024;4421069;France;1035560;Kitchen;31;5.42;Credit Card - VISA
2400189;Next Day;09.01.2024;1293570;Switzerland;1015131;Lights;6;5.4;Direct Debit
2400190;Regular;09.01.2024;1293570;Switzerland;1015131;Lights;5;5.4;Direct Debit
2400191;Next Day;09.01.2024;4724615;Slovakia;1006157;Lights;8;7.91;Credit Card - Diners
2400192;Express;09.01.2024;4724615;Slovakia;1006157;Lights;8;7.91;Credit Card - Diners
2400193;Express;09.01.2024;3489178;Austria;1049824;Heating;14;19.99;Direct Debit
2400194;Regular;09.01.2024;1293570;Switzerland;1015131;Lights;14;5.4;Direct Debit
2400195;Express;09.01.2024;4111664;Austria;1004460;Heating;43;1.99;Credit Card - Mastercard
2400196;Regular;09.01.2024;3317535;Hungary;1019541;Kitchen;17;2.99;Credit Card - Mastercard
2400197;Next Day;09.01.2024;1321096;Germany;1040772;Heating;45;1.99;Credit Card - VISA
2400198;Next Day;09.01.2024;4534682;Switzerland;1077024;Kitchen;7;4.75;Credit Card - Mastercard
2400199;Next Day;09.01.2024;2820914;Switzerland;1097378;Bathroom;30;24.49;Credit Card - American Express
2400199;Next Day;09.01.2024;2820914;Switzerland;1069780;Heating;34;12.06;Credit Card - American Express
2400200;Express;09.01.2024;4111664;Austria;1055479;Bathroom;3;24.49;Credit Card - Mastercard
2400201;Express;09.01.2024;2376874;Germany;1055479;Bathroom;38;24.49;Credit Card - Mastercard
2400202;Next Day;09.01.2024;2326786;Belgium;1089095;Bathroom;50;5.13;PayPal
2400203;Regular;09.01.2024;4421069;France;1051336;Bathroom;39;45.51;Credit Card - VISA
2400204;Regular;09.01.2024;5745498;Switzerland;1094891;Kitchen;2;5.67;Apple Pay
2400205;Express;10.01.2024;5745498;Switzerland;1094891;Kitchen;1;5.67;Apple Pay
2400206;Next Day;10.01.2024;4012597;France;1008602;Kitchen;1;8.74;PayPal
2400207;Regular;10.01.2024;1619619;Switzerland;1090592;Bathroom;7;42.52;Credit Card - VISA
2400208;Next Day;10.01.2024;5761868;Italy;1064922;Bathroom;33;7.58;Credit Card - VISA
2400209;Express;10.01.2024;1619619;Switzerland;1095499;Bathroom;12;4.5;Credit Card - VISA
2400210;Express;10.01.2024;1248399;Germany;1031267;Bathroom;21;5.34;PayPal
2400210;Express;10.01.2024;5522176;Switzerland;1021130;Kitchen;15;17.48;PayPal
2400211;Express;10.01.2024;4111664;Austria;1066140;Bathroom;10;12.65;Credit Card - Mastercard
2400211;Express;10.01.2024;4111664;Austria;1080237;Heating;40;8.99;Credit Card - Mastercard
2400211;Express;10.01.2024;4111664;Austria;1029442;Kitchen;19;4.86;Credit Card - Mastercard
2400212;Next Day;10.01.2024;2326786;Belgium;1089095;Bathroom;44;5.13;PayPal
2400213;Regular;10.01.2024;2841729;Germany;1093044;Kitchen;10;8.29;Direct Debit
2400214;Express;10.01.2024;4960701;Hungary;1072017;Heating;21;49;Credit Card - VISA
2400215;Next Day;10.01.2024;4960701;Hungary;1072017;Heating;29;49;Credit Card - VISA
2400216;Regular;10.01.2024;1619619;Switzerland;1095499;Bathroom;5;4.5;Credit Card - VISA
2400217;Express;10.01.2024;1286266;Italy;1013403;Heating;35;4.99;Credit Card - Mastercard
2400218;Next Day;10.01.2024;2690317;Germany;1013403;Heating;36;4.99;PayPal
2400218;Next Day;10.01.2024;2690317;Germany;1030251;Kitchen;46;0.5;PayPal
2400219;Express;10.01.2024;4111664;Austria;1080237;Heating;43;8.99;Credit Card - Mastercard
2400220;Next Day;10.01.2024;1836829;Germany;1031264;Living;9;4.51;Credit Card - American Express
2400221;Next Day;10.01.2024;2690317;Germany;1072495;Heating;9;4.2;PayPal
2400222;Regular;10.01.2024;3554593;Austria;1078540;Heating;42;24.49;Instant Bank Transfer
2400223;Next Day;10.01.2024;1901877;Slovenia;1078300;Kitchen;1;0.88;Credit Card - VISA
2400224;Next Day;10.01.2024;2458567;Germany;1053201;Kitchen;39;0.5;Credit Card - VISA
2400225;Regular;10.01.2024;4557169;Belgium;1074215;Bathroom;18;5.33;Credit Card - VISA
2400226;Express;10.01.2024;3876506;Italy;1041380;Lights;7;6.17;Advance Payment
2400227;Next Day;10.01.2024;1901877;Slovenia;1061519;Bathroom;29;58.95;Credit Card - VISA
2400228;Next Day;10.01.2024;4614006;Germany;1019525;Bathroom;21;1.49;Credit Card - Mastercard
2400229;Next Day;10.01.2024;3317535;Hungary;1019541;Kitchen;16;2.99;Credit Card - Mastercard
2400230;Regular;11.01.2024;4708443;Switzerland;1063003;Bathroom;29;49;Direct Debit
2400231;Express;11.01.2024;3876506;Italy;1089313;Kitchen;34;2.99;Advance Payment
2400232;Regular;11.01.2024;2302108;Germany;1047902;Bathroom;44;52.2;Debit Card - Maestro
2400233;Express;11.01.2024;2302108;Germany;1047902;Bathroom;41;52.2;Debit Card - Maestro
2400234;Express;11.01.2024;3563733;Slovenia;1027362;Bathroom;47;30;Credit Card - Mastercard
2400234;Express;11.01.2024;3563733;Slovenia;1000288;Lights;44;5.42;Credit Card - Mastercard
2400235;Next Day;11.01.2024;4742824;Germany;1017525;Kitchen;1;5.66;Credit Card - VISA
2400235;Next Day;11.01.2024;4742824;Germany;1063508;Living;10;19.99;Credit Card - VISA
2400236;Regular;11.01.2024;5477740;Czech Republic;1012333;Bathroom;37;1.49;Direct Debit
2400237;Regular;11.01.2024;1223641;Germany;1019525;Bathroom;5;1.49;Credit Card - VISA
2400238;Express;11.01.2024;3563733;Slovenia;1027362;Bathroom;45;30;Credit Card - Mastercard
2400239;Regular;11.01.2024;4708443;Switzerland;1063003;Bathroom;20;49;Direct Debit
2400240;Regular;11.01.2024;5349709;Belgium;1020012;Living;15;19.99;Credit Card - VISA
2400241;Next Day;11.01.2024;4983687;Slovakia;1081280;Lights;42;1.99;Direct Debit
2400242;Express;11.01.2024;5249375;Germany;1081616;Bathroom;7;13.99;Debit Card - Maestro
2400242;Express;11.01.2024;5249375;Germany;1081896;Kitchen;33;2.87;Debit Card - Maestro
2400243;Regular;11.01.2024;5078466;Austria;1054027;Bathroom;16;5.44;Instant Bank Transfer
2400244;Regular;11.01.2024;3554593;Austria;1078540;Heating;37;24.49;Instant Bank Transfer
2400245;Regular;11.01.2024;4152251;Germany;1026152;Kitchen;47;1.49;PayPal
2400246;Next Day;11.01.2024;4152251;Germany;1026152;Kitchen;44;1.49;PayPal
2400247;Regular;11.01.2024;2990448;Austria;1002590;Heating;11;4.38;Advance Payment
2400248;Regular;11.01.2024;4742824;Germany;1088002;Bathroom;29;57.38;Credit Card - VISA
2400249;Regular;11.01.2024;4582704;Germany;1068695;Kitchen;53;5.49;Debit Card - Maestro
2400250;Next Day;12.01.2024;1087310;Slovenia;1046275;Bathroom;35;6.19;PayPal
2400251;Regular;12.01.2024;5492159;Germany;1048018;Heating;28;17.85;Credit Card - Mastercard
2400252;Express;12.01.2024;1506887;Germany;1071829;Heating;28;0.99;Debit Card - Maestro
2400253;Next Day;12.01.2024;4834419;Germany;1031267;Bathroom;25;5.34;Credit Card - VISA
2400254;Regular;12.01.2024;4834419;Germany;1031267;Bathroom;19;5.34;Credit Card - VISA
2400255;Regular;12.01.2024;4834419;Germany;1073660;Kitchen;48;0.5;Credit Card - VISA
2400256;Express;12.01.2024;5745498;Switzerland;1035886;Heating;32;14.7;Apple Pay
2400257;Next Day;12.01.2024;2841729;Germany;1093044;Kitchen;9;8.29;Direct Debit
2400258;Express;12.01.2024;2841729;Germany;1093044;Kitchen;8;8.29;Direct Debit
2400259;Next Day;12.01.2024;4035091;Switzerland;1047420;Heating;1;1.99;Credit Card - Diners
2400260;Express;12.01.2024;3563733;Slovenia;1000288;Lights;37;5.42;Credit Card - Mastercard
2400261;Express;12.01.2024;1901877;Slovenia;1078300;Kitchen;3;0.88;Credit Card - VISA
2400262;Next Day;12.01.2024;2171009;Austria;1080657;Kitchen;10;11.25;PayPal
2400263;Express;12.01.2024;2251597;Switzerland;1085070;Lights;38;0.96;Advance Payment
2400264;Express;12.01.2024;2171009;Austria;1009947;Living;33;1.99;PayPal
2400265;Express;12.01.2024;2602386;Austria;1038389;Bathroom;18;43.32;Instant Bank Transfer
2400265;Express;12.01.2024;2602386;Austria;1031566;Bathroom;9;19.99;Instant Bank Transfer
2400266;Regular;12.01.2024;4650187;Switzerland;1095089;Bathroom;2;5.26;Apple Pay
2400267;Regular;12.01.2024;4742824;Germany;1017525;Kitchen;1;5.66;Credit Card - VISA
2400268;Regular;12.01.2024;4650187;Switzerland;1037317;Bathroom;16;44.55;Apple Pay
2400269;Regular;12.01.2024;2797717;Slovakia;1023540;Bathroom;34;69.64;Direct Debit
2400270;Express;12.01.2024;2412863;Czech Republic;1003919;Kitchen;16;0.5;Direct Debit
